claim_id,claim_type,claim_amount,policy_limit,premium,policy_age_days,prior_claims,report_delay_days,police_report
CLM-038831,Property,10444,20888,120,30,0,2,yes
CLM-014658,Property,10444,20888,12,3,0,2,yes
CLM-027506,Health,11586,23172,96,24,0,2,yes
CLM-013934,Auto,7773,15546,612,153,0,2,yes
CLM-033872,Property,8696,17392,180,45,0,2,yes
CLM-056688,Auto,7517,15034,804,201,0,2,yes
CLM-054780,Property,9069,18138,756,189,0,2,yes
CLM-033969,Property,9069,18138,1272,318,0,2,yes
CLM-050853,Property,9069,18138,1476,369,0,2,yes
CLM-006982,Property,9069,18138,1308,327,0,2,yes
CLM-000601,Health,11586,23172,1428,357,0,2,yes
CLM-003098,Property,8696,17392,348,87,0,2,yes
CLM-031639,Auto,7517,15034,828,207,0,2,yes
CLM-019137,Health,11586,23172,1056,264,0,2,yes
CLM-037326,Property,9444,18888,1356,339,0,2,yes
CLM-033904,Property,8696,17392,1356,339,0,2,yes
CLM-025340,Health,11586,23172,1308,327,0,2,yes
CLM-045914,Health,11586,23172,396,99,0,18,no
CLM-002695,Liability,8251,16502,240,60,0,2,yes
CLM-032185,Property,9069,18138,216,54,0,2,yes
CLM-021279,Property,9069,18138,852,213,0,2,yes
CLM-045734,Auto,7517,15034,1200,300,0,2,yes
CLM-001314,Property,9444,18888,972,243,0,2,yes
CLM-004084,Auto,7517,15034,528,132,0,2,yes
CLM-015730,Property,8696,17392,1368,342,0,2,yes
CLM-006110,Property,9069,18138,948,237,0,2,yes
CLM-053099,Property,9069,18138,624,156,0,2,yes
CLM-011568,Auto,7517,15034,1344,336,0,2,yes
CLM-009105,Property,9069,18138,1248,312,0,2,yes
CLM-022131,Property,9069,18138,636,159,0,2,yes
CLM-009974,Health,11586,23172,1284,321,0,2,yes
CLM-054512,Property,9069,18138,1380,345,0,2,yes
CLM-042272,Property,9069,18138,1464,366,0,2,yes
CLM-012512,Liability,9069,18138,348,87,0,2,yes
CLM-055204,Liability,8251,16502,468,117,0,2,yes
CLM-039318,Auto,7517,15034,1404,351,0,2,yes
CLM-046044,Auto,7773,15546,48,12,0,2,yes
CLM-025410,Auto,7517,15034,960,240,0,2,yes
CLM-000510,Property,9069,18138,1188,297,0,2,yes
CLM-026292,Auto,7517,15034,84,21,0,2,yes
CLM-052344,Auto,7517,15034,96,24,0,2,yes
CLM-008324,Health,11586,23172,1260,315,0,2,yes
CLM-016470,Auto,7517,15034,912,228,0,2,yes
CLM-054739,Auto,7517,15034,156,39,0,2,yes
CLM-048625,Auto,7517,15034,672,168,0,2,yes
CLM-049539,Auto,7517,15034,204,51,0,2,yes
CLM-012235,Property,8696,17392,1236,309,0,2,yes
CLM-008382,Health,11586,23172,300,75,0,2,yes
CLM-002984,Liability,10698,21396,1464,366,0,2,yes
CLM-044740,Property,9069,18138,1296,324,0,2,yes
CLM-039963,Auto,7517,15034,1200,300,0,18,no
CLM-018231,Auto,7517,15034,636,159,0,2,yes
CLM-004241,Property,9069,18138,84,21,0,2,yes
CLM-037555,Health,11586,23172,1320,330,0,2,yes
CLM-006236,Property,9069,18138,48,12,0,2,yes
CLM-041601,Health,11586,23172,300,75,0,2,yes
CLM-000218,Auto,7517,15034,576,144,0,2,yes
CLM-033247,Property,9069,18138,552,138,0,2,yes
CLM-014186,Property,8696,17392,1320,330,0,2,yes
CLM-033468,Health,11586,23172,1212,303,0,2,yes
CLM-043630,Property,9444,18888,108,27,0,2,yes
CLM-006214,Property,9069,18138,660,165,0,2,yes
CLM-055040,Auto,7517,15034,960,240,0,2,yes
CLM-019014,Auto,7517,15034,1008,252,0,2,yes
CLM-050873,Health,11586,23172,588,147,0,2,yes
CLM-007463,Liability,9069,18138,456,114,0,2,yes
CLM-031510,Health,11586,23172,564,141,0,18,no
CLM-041757,Health,11586,23172,1344,336,0,2,yes
CLM-052318,Auto,7517,15034,48,12,0,2,yes
CLM-047003,Auto,9942,19884,1440,360,0,2,yes
CLM-018058,Auto,7517,15034,972,243,0,2,yes
CLM-054231,Auto,7517,15034,36,9,0,2,yes
CLM-008893,Health,11586,23172,1296,324,0,2,yes
CLM-054071,Liability,9069,18138,1308,327,0,2,yes
CLM-035662,Property,8696,17392,804,201,0,2,yes
CLM-052729,Auto,7773,15546,1116,279,0,2,yes
CLM-017364,Auto,7517,15034,360,90,0,2,yes
CLM-029097,Property,8696,17392,1416,354,0,2,yes
CLM-052894,Auto,9942,19884,600,150,0,2,yes
CLM-054397,Property,9069,18138,240,60,0,2,yes
CLM-017343,Health,11586,23172,1488,372,0,2,yes
CLM-053169,Health,11586,23172,300,75,0,2,yes
CLM-036610,Health,11586,23172,456,114,0,2,yes
CLM-026818,Health,11586,23172,612,153,0,2,yes
CLM-012953,Liability,8251,16502,84,21,0,2,yes
CLM-026461,Property,9444,18888,1344,336,0,2,yes
CLM-006248,Health,11586,23172,324,81,0,2,yes
CLM-021963,Property,9069,18138,1056,264,0,2,yes
CLM-048416,Health,11586,23172,48,12,0,2,yes
CLM-031962,Property,9069,18138,1440,360,0,2,yes
CLM-056584,Property,8696,17392,120,30,0,2,yes
CLM-047305,Auto,7517,15034,420,105,0,2,yes
CLM-007028,Auto,7517,15034,72,18,0,2,yes
CLM-027258,Health,11586,23172,1440,360,0,2,yes
CLM-009062,Health,11586,23172,348,87,0,2,yes
CLM-030300,Property,10444,20888,996,249,0,2,yes
CLM-014454,Property,9069,18138,48,12,0,2,yes
CLM-000051,Property,10444,20888,1104,276,0,2,yes
CLM-018260,Auto,7517,15034,348,87,0,2,yes
CLM-017514,Property,8696,17392,720,180,0,18,no
CLM-031208,Property,8696,17392,1272,318,0,2,yes
CLM-058171,Health,11586,23172,156,39,0,2,yes
CLM-005233,Auto,7517,15034,168,42,0,2,yes
CLM-027221,Property,9069,18138,1476,369,0,18,no
CLM-044877,Health,11586,23172,156,39,0,2,yes
CLM-042693,Health,11586,23172,240,60,0,2,yes
CLM-016101,Property,9069,18138,432,108,0,2,yes
CLM-045170,Auto,7517,15034,708,177,0,2,yes
CLM-057231,Property,9069,18138,1404,351,0,2,yes
CLM-050659,Property,9444,18888,1356,339,0,2,yes
CLM-018548,Health,11586,23172,1332,333,0,2,yes
CLM-048642,Auto,7517,15034,1188,297,0,18,no
CLM-014929,Property,9069,18138,1188,297,0,2,yes
CLM-043158,Property,9069,18138,96,24,0,2,yes
CLM-024289,Health,11586,23172,1296,324,0,2,yes
CLM-011677,Property,10444,20888,384,96,0,2,yes
CLM-015158,Property,9444,18888,396,99,0,2,yes
CLM-025390,Property,9069,18138,1476,369,0,2,yes
CLM-015175,Property,9069,18138,492,123,0,2,yes
CLM-004894,Auto,7517,15034,696,174,0,2,yes
CLM-037533,Auto,7517,15034,276,69,0,2,yes
CLM-049262,Auto,7517,15034,564,141,0,18,no
CLM-036601,Liability,10698,21396,1080,270,0,2,yes
CLM-012297,Auto,7517,15034,60,15,0,2,yes
CLM-009878,Health,11586,23172,1248,312,0,2,yes
CLM-054902,Auto,7773,15546,1428,357,0,2,yes
CLM-038552,Property,9069,18138,924,231,0,2,yes
CLM-037901,Property,9069,18138,12,3,0,2,yes
CLM-028781,Property,9069,18138,396,99,0,2,yes
CLM-053194,Property,9444,18888,36,9,0,2,yes
CLM-042437,Auto,7517,15034,1164,291,0,18,no
CLM-028259,Auto,7517,15034,264,66,0,2,yes
CLM-010005,Property,9069,18138,144,36,0,2,yes
CLM-042012,Auto,7773,15546,1320,330,0,2,yes
CLM-057357,Auto,7517,15034,744,186,0,2,yes
CLM-025453,Property,8696,17392,552,138,0,2,yes
CLM-027378,Property,9069,18138,1308,327,0,2,yes
CLM-012011,Health,11586,23172,792,198,0,18,no
CLM-049607,Auto,7517,15034,1008,252,0,2,yes
CLM-018402,Property,10444,20888,708,177,0,2,yes
CLM-056618,Auto,7517,15034,108,27,0,2,yes
CLM-050742,Property,9069,18138,1464,366,0,2,yes
CLM-049624,Property,9069,18138,876,219,0,2,yes
CLM-028437,Auto,7517,15034,24,6,0,2,yes
CLM-042149,Health,11586,23172,1272,318,0,2,yes
CLM-015775,Property,9069,18138,708,177,0,2,yes
CLM-008000,Liability,9069,18138,1128,282,0,2,yes
CLM-044616,Auto,7517,15034,756,189,0,2,yes
CLM-051956,Auto,7517,15034,648,162,0,2,yes
CLM-023083,Liability,8251,16502,408,102,0,2,yes
CLM-030063,Property,10444,20888,24,6,0,2,yes
CLM-000145,Property,9444,18888,1260,315,0,2,yes
CLM-007873,Auto,7517,15034,360,90,0,2,yes
CLM-040072,Property,8696,17392,1284,321,0,2,yes
CLM-033486,Auto,7517,15034,588,147,0,2,yes
CLM-048254,Health,11586,23172,1416,354,0,2,yes
CLM-034231,Property,9069,18138,960,240,0,2,yes
CLM-011915,Property,9444,18888,204,51,0,2,yes
CLM-047343,Auto,7517,15034,900,225,0,2,yes
CLM-004461,Liability,8251,16502,1320,330,0,2,yes
CLM-048241,Liability,8251,16502,1320,330,0,2,yes
CLM-019003,Property,9069,18138,1440,360,0,2,yes
CLM-009389,Health,11586,23172,108,27,0,18,no
CLM-025369,Health,11586,23172,1344,336,0,2,yes
CLM-026296,Property,8696,17392,1392,348,0,2,yes
CLM-025171,Property,9069,18138,168,42,0,18,no
CLM-042389,Auto,7517,15034,744,186,0,2,yes
CLM-000185,Property,8696,17392,1428,357,0,2,yes
CLM-055436,Health,11586,23172,1344,336,0,2,yes
CLM-008482,Property,9444,18888,1236,309,0,2,yes
CLM-037309,Property,9069,18138,96,24,0,2,yes
CLM-022795,Property,8696,17392,864,216,0,2,yes
CLM-012530,Auto,7517,15034,300,75,0,2,yes
CLM-024064,Auto,7517,15034,888,222,0,2,yes
CLM-047770,Liability,9069,18138,96,24,0,2,yes
CLM-048879,Health,11586,23172,1404,351,0,2,yes
CLM-036968,Auto,7517,15034,984,246,0,2,yes
CLM-018645,Property,8696,17392,372,93,0,2,yes
CLM-056654,Health,11586,23172,432,108,0,2,yes
CLM-058039,Property,9069,18138,1344,336,0,2,yes
CLM-016172,Property,8696,17392,1332,333,0,2,yes
CLM-010974,Liability,8251,16502,204,51,0,2,yes
CLM-027890,Liability,8251,16502,1296,324,0,2,yes
CLM-039038,Auto,7517,15034,1068,267,0,2,yes
CLM-021022,Auto,9942,19884,408,102,0,2,yes
CLM-051860,Auto,7517,15034,168,42,0,2,yes
CLM-045030,Property,9444,18888,108,27,0,2,yes
CLM-019169,Auto,7517,15034,828,207,0,2,yes
CLM-056034,Property,9069,18138,156,39,0,2,yes
CLM-049424,Auto,7517,15034,432,108,0,2,yes
CLM-039772,Property,9069,18138,1476,369,0,2,yes
CLM-006927,Property,9069,18138,264,66,0,18,no
CLM-010420,Property,9069,18138,1236,309,0,2,yes
CLM-037837,Health,11586,23172,1164,291,0,18,no
CLM-022403,Property,9069,18138,1260,315,0,2,yes
CLM-051775,Auto,9942,19884,204,51,0,2,yes
CLM-003400,Property,8696,17392,1320,330,0,2,yes
CLM-000977,Auto,7517,15034,96,24,0,2,yes
CLM-031537,Health,11586,23172,1200,300,0,2,yes
CLM-001786,Auto,9942,19884,1488,372,0,2,yes
CLM-029498,Health,11586,23172,348,87,0,2,yes
CLM-013040,Property,9069,18138,108,27,0,2,yes
CLM-018815,Auto,7773,15546,636,159,0,2,yes
CLM-039433,Liability,8251,16502,312,78,0,2,yes
CLM-002928,Health,11586,23172,1236,309,0,2,yes
CLM-029646,Property,9069,18138,1236,309,0,2,yes
CLM-037956,Health,11586,23172,108,27,0,2,yes
CLM-057767,Auto,7517,15034,384,96,0,2,yes
CLM-012115,Health,11586,23172,1308,327,0,2,yes
CLM-016696,Property,9069,18138,1260,315,0,2,yes
CLM-031980,Auto,7517,15034,180,45,0,2,yes
CLM-054455,Auto,7517,15034,672,168,0,2,yes
CLM-050781,Health,11586,23172,252,63,0,2,yes
CLM-038922,Auto,7517,15034,264,66,0,2,yes
CLM-034268,Auto,7517,15034,144,36,0,2,yes
CLM-015099,Auto,7517,15034,36,9,0,2,yes
CLM-044727,Liability,9069,18138,180,45,0,2,yes
CLM-001193,Auto,7517,15034,36,9,0,2,yes
CLM-002450,Property,9069,18138,1368,342,0,2,yes
CLM-034860,Auto,7517,15034,408,102,0,2,yes
CLM-023535,Property,9444,18888,1272,318,0,18,no
CLM-046137,Auto,7773,15546,24,6,0,18,no
CLM-000461,Auto,7517,15034,1080,270,0,2,yes
CLM-012238,Health,11586,23172,1236,309,0,2,yes
CLM-042698,Liability,9069,18138,84,21,0,2,yes
CLM-054490,Auto,7517,15034,384,96,0,2,yes
CLM-017056,Property,9069,18138,360,90,0,2,yes
CLM-012745,Health,11586,23172,204,51,0,2,yes
CLM-056633,Property,8696,17392,768,192,0,18,no
CLM-008847,Property,9444,18888,288,72,0,2,yes
CLM-024002,Health,11586,23172,144,36,0,2,yes
CLM-005596,Auto,7773,15546,300,75,0,2,yes
CLM-056268,Property,9069,18138,660,165,0,2,yes
CLM-003737,Health,11586,23172,96,24,0,18,no
CLM-011263,Property,9069,18138,288,72,0,2,yes
CLM-044669,Auto,7773,15546,1320,330,0,2,yes
CLM-014134,Health,11586,23172,1308,327,0,2,yes
CLM-030016,Property,8696,17392,648,162,0,2,yes
CLM-001448,Auto,7517,15034,1284,321,0,2,yes
CLM-013342,Property,9069,18138,1488,372,0,2,yes
CLM-050605,Property,8696,17392,348,87,0,2,yes
CLM-015738,Health,11586,23172,96,24,0,2,yes
CLM-033824,Property,9069,18138,1248,312,0,2,yes
CLM-034013,Health,11586,23172,648,162,0,2,yes
CLM-002025,Property,9444,18888,960,240,0,2,yes
CLM-041180,Auto,7517,15034,300,75,0,2,yes
CLM-019672,Health,11586,23172,696,174,0,2,yes
CLM-014927,Property,9069,18138,636,159,0,2,yes
CLM-004108,Auto,9942,19884,1224,306,0,18,no
CLM-051829,Property,9069,18138,120,30,0,2,yes
CLM-004443,Property,8696,17392,924,231,0,2,yes
CLM-004355,Property,10444,20888,1116,279,0,2,yes
CLM-027590,Auto,7517,15034,360,90,0,2,yes
CLM-027330,Health,11586,23172,1416,354,0,2,yes
CLM-015262,Property,9069,18138,1344,336,0,2,yes
CLM-003413,Auto,9942,19884,1320,330,0,2,yes
CLM-040197,Property,9444,18888,72,18,0,2,yes
CLM-029886,Health,11586,23172,492,123,0,2,yes
CLM-040488,Health,11586,23172,96,24,0,18,no
CLM-012269,Property,9069,18138,1320,330,0,2,yes
CLM-027466,Auto,7517,15034,912,228,0,2,yes
CLM-052104,Auto,7517,15034,312,78,0,2,yes
CLM-052476,Property,9069,18138,204,51,0,2,yes
CLM-027705,Auto,9942,19884,600,150,0,2,yes
CLM-004371,Property,9069,18138,1200,300,0,2,yes
CLM-013983,Property,9069,18138,456,114,0,2,yes
CLM-024570,Health,11586,23172,120,30,0,2,yes
CLM-012584,Property,9069,18138,540,135,0,2,yes
CLM-019664,Health,11586,23172,1008,252,0,18,no
CLM-025592,Health,11586,23172,1020,255,0,2,yes
CLM-040381,Property,9444,18888,1488,372,0,2,yes
CLM-002914,Auto,7517,15034,588,147,0,2,yes
CLM-016419,Property,8696,17392,60,15,0,2,yes
CLM-019726,Auto,7517,15034,72,18,0,2,yes
CLM-000115,Property,9069,18138,1080,270,0,2,yes
CLM-001435,Property,8696,17392,1404,351,0,2,yes
CLM-028702,Auto,7517,15034,456,114,0,18,no
CLM-038160,Property,8696,17392,1356,339,0,18,no
CLM-024676,Health,11586,23172,336,84,0,2,yes
CLM-034007,Health,11586,23172,444,111,0,2,yes
CLM-026532,Property,9069,18138,1368,342,0,2,yes
CLM-003246,Property,8696,17392,120,30,0,2,yes
CLM-043903,Property,9069,18138,1332,333,0,2,yes
CLM-056918,Property,9444,18888,1416,354,0,2,yes
CLM-042031,Property,9069,18138,624,156,0,2,yes
CLM-055720,Property,9069,18138,636,159,0,2,yes
CLM-045959,Health,11586,23172,120,30,0,2,yes
CLM-015463,Auto,7517,15034,876,219,0,18,no
CLM-038763,Health,11586,23172,732,183,0,2,yes
CLM-000332,Property,9069,18138,1272,318,0,2,yes
CLM-054415,Auto,7517,15034,696,174,0,2,yes
CLM-035144,Auto,7517,15034,1488,372,0,18,no
CLM-050150,Property,8696,17392,1308,327,0,2,yes
CLM-028073,Liability,8251,16502,492,123,0,2,yes
CLM-043067,Liability,8251,16502,528,132,0,2,yes
CLM-000190,Auto,7517,15034,336,84,0,2,yes
CLM-031830,Auto,7517,15034,84,21,0,2,yes
CLM-032421,Health,11586,23172,336,84,0,2,yes
CLM-020519,Auto,7517,15034,36,9,0,2,yes
CLM-016838,Property,10444,20888,1404,351,0,2,yes
CLM-012838,Property,9069,18138,624,156,0,2,yes
CLM-025449,Property,10444,20888,48,12,0,2,yes
CLM-052378,Auto,7517,15034,300,75,0,2,yes
CLM-018249,Property,9069,18138,1404,351,0,2,yes
CLM-031987,Property,8696,17392,1332,333,0,18,no
CLM-001593,Auto,7517,15034,696,174,0,18,no
CLM-040152,Property,8696,17392,336,84,0,2,yes
CLM-051520,Property,9069,18138,696,174,0,2,yes
CLM-049726,Liability,9069,18138,1488,372,0,2,yes
CLM-049440,Health,11586,23172,324,81,0,2,yes
CLM-036717,Property,9069,18138,900,225,0,2,yes
CLM-020265,Health,11586,23172,900,225,0,2,yes
CLM-044789,Auto,7517,15034,1116,279,0,18,no
CLM-041289,Property,9069,18138,108,27,0,2,yes
CLM-051708,Property,8696,17392,108,27,0,2,yes
CLM-004533,Health,11586,23172,108,27,0,2,yes
CLM-014401,Liability,8251,16502,132,33,0,2,yes
CLM-033886,Health,11586,23172,60,15,0,2,yes
CLM-029095,Property,9069,18138,1452,363,0,2,yes
CLM-035766,Auto,7517,15034,24,6,0,2,yes
CLM-050638,Health,11586,23172,180,45,0,2,yes
CLM-017821,Property,9069,18138,108,27,0,2,yes
CLM-004637,Auto,7517,15034,132,33,0,2,yes
CLM-045554,Auto,7517,15034,156,39,0,2,yes
CLM-035691,Health,11586,23172,1428,357,0,2,yes
CLM-006684,Health,11586,23172,1200,300,0,2,yes
CLM-031779,Health,11586,23172,84,21,0,2,yes
CLM-023754,Liability,8251,16502,720,180,0,2,yes
CLM-038443,Property,8696,17392,1236,309,0,2,yes
CLM-033191,Auto,7517,15034,1320,330,0,2,yes
CLM-048712,Health,11586,23172,1104,276,0,2,yes
CLM-051159,Health,11586,23172,1260,315,0,18,no
CLM-005553,Auto,7517,15034,180,45,0,2,yes
CLM-008468,Property,9069,18138,96,24,0,2,yes
CLM-033079,Property,9069,18138,120,30,0,2,yes
CLM-026553,Auto,7773,15546,1284,321,0,2,yes
CLM-055177,Liability,8251,16502,1344,336,0,2,yes
CLM-003765,Property,9069,18138,168,42,0,2,yes
CLM-016184,Property,9069,18138,1164,291,0,18,no
CLM-018693,Property,9069,18138,204,51,0,2,yes
CLM-054300,Liability,8251,16502,1296,324,0,2,yes
CLM-037658,Auto,7517,15034,912,228,0,2,yes
CLM-023688,Health,11586,23172,1080,270,0,2,yes
CLM-030181,Health,11586,23172,204,51,0,2,yes
CLM-000786,Property,10444,20888,1008,252,0,2,yes
CLM-031896,Property,9069,18138,672,168,0,2,yes
CLM-058534,Property,9444,18888,204,51,0,2,yes
CLM-023314,Auto,7517,15034,516,129,0,2,yes
CLM-019926,Auto,9942,19884,120,30,0,2,yes
CLM-021200,Auto,7517,15034,48,12,0,2,yes
CLM-016328,Health,11586,23172,288,72,0,2,yes
CLM-053190,Property,9069,18138,1188,297,0,18,no
CLM-019453,Property,9069,18138,1440,360,0,2,yes
CLM-022554,Property,9069,18138,480,120,0,2,yes
CLM-006588,Health,11586,23172,588,147,0,2,yes
CLM-058430,Health,11586,23172,108,27,0,2,yes
CLM-009417,Liability,8251,16502,336,84,0,2,yes
CLM-047325,Auto,7517,15034,1284,321,0,2,yes
CLM-031765,Auto,7517,15034,312,78,0,2,yes
CLM-022121,Health,11586,23172,1440,360,0,2,yes
CLM-018544,Property,9069,18138,240,60,0,2,yes
CLM-021162,Property,8696,17392,432,108,0,2,yes
CLM-014043,Property,8696,17392,420,105,0,2,yes
CLM-036619,Health,11586,23172,1296,324,0,2,yes
CLM-002207,Auto,7517,15034,228,57,0,2,yes
CLM-006384,Health,11586,23172,108,27,0,18,no
CLM-033382,Auto,7773,15546,564,141,0,2,yes
CLM-056720,Auto,7517,15034,828,207,0,2,yes
CLM-026693,Health,11586,23172,660,165,0,2,yes
CLM-056046,Health,11586,23172,108,27,0,2,yes
CLM-057867,Property,10444,20888,384,96,0,2,yes
CLM-017728,Health,11586,23172,1476,369,0,2,yes
CLM-042072,Auto,7773,15546,1056,264,0,2,yes
CLM-044735,Health,11586,23172,96,24,0,2,yes
CLM-047739,Liability,8251,16502,852,213,0,18,no
CLM-009222,Health,11586,23172,1296,324,0,2,yes
CLM-014920,Liability,8251,16502,1368,342,0,2,yes
CLM-006340,Health,11586,23172,1080,270,0,2,yes
CLM-031516,Property,9069,18138,1224,306,0,18,no
CLM-005757,Property,9069,18138,96,24,0,2,yes
CLM-053627,Auto,7517,15034,1260,315,0,2,yes
CLM-050608,Health,11586,23172,120,30,0,2,yes
CLM-053256,Property,9444,18888,720,180,0,2,yes
CLM-000554,Property,8696,17392,120,30,0,2,yes
CLM-037678,Health,11586,23172,1356,339,0,2,yes
CLM-052466,Auto,7517,15034,804,201,0,2,yes
CLM-032263,Liability,9069,18138,984,246,0,2,yes
CLM-035320,Health,11586,23172,1392,348,0,2,yes
CLM-036315,Property,9444,18888,1212,303,0,2,yes
CLM-057891,Property,8696,17392,168,42,0,2,yes
CLM-056953,Auto,7517,15034,876,219,0,2,yes
CLM-033356,Property,8696,17392,360,90,0,2,yes
CLM-032681,Auto,7773,15546,312,78,0,2,yes
CLM-011620,Auto,7517,15034,372,93,0,2,yes
CLM-023251,Property,9069,18138,1428,357,0,2,yes
CLM-024410,Health,11586,23172,408,102,0,2,yes
CLM-036519,Health,11586,23172,1344,336,0,2,yes
CLM-052189,Property,9069,18138,1284,321,0,2,yes
CLM-035816,Auto,7517,15034,252,63,0,2,yes
CLM-033360,Auto,7517,15034,468,117,0,2,yes
CLM-035118,Health,11586,23172,360,90,0,2,yes
CLM-004473,Auto,7517,15034,396,99,0,2,yes
CLM-042116,Property,9069,18138,576,144,0,2,yes
CLM-020937,Health,11586,23172,1044,261,0,2,yes
CLM-002472,Auto,7517,15034,612,153,0,2,yes
CLM-016945,Auto,7517,15034,900,225,0,2,yes
CLM-019241,Property,9069,18138,972,243,0,2,yes
CLM-037663,Liability,8251,16502,552,138,0,2,yes
CLM-038925,Auto,7517,15034,552,138,0,2,yes
CLM-015200,Health,11586,23172,252,63,0,2,yes
CLM-052959,Liability,9069,18138,1284,321,0,2,yes
CLM-020119,Property,9069,18138,1212,303,0,2,yes
CLM-043834,Property,9069,18138,180,45,0,2,yes
CLM-052031,Property,9069,18138,756,189,0,2,yes
CLM-020169,Health,11586,23172,1440,360,0,2,yes
CLM-036783,Health,11586,23172,708,177,0,2,yes
CLM-051303,Health,11586,23172,1248,312,0,18,no
CLM-046146,Health,11586,23172,996,249,0,2,yes
CLM-019101,Auto,7517,15034,396,99,0,2,yes
CLM-036123,Property,9069,18138,1428,357,0,2,yes
CLM-034876,Auto,7517,15034,792,198,0,2,yes
CLM-031739,Property,10444,20888,708,177,0,2,yes
CLM-037008,Auto,7517,15034,456,114,0,2,yes
CLM-023427,Auto,7773,15546,648,162,0,2,yes
CLM-039320,Property,8696,17392,96,24,0,2,yes
CLM-016845,Liability,8251,16502,1440,360,0,2,yes
CLM-058131,Auto,7517,15034,1140,285,0,2,yes
CLM-031785,Health,11586,23172,1308,327,0,18,no
CLM-044536,Auto,7517,15034,132,33,0,2,yes
CLM-009912,Auto,7517,15034,600,150,0,2,yes
CLM-015494,Property,9069,18138,1344,336,0,2,yes
CLM-031188,Health,11586,23172,1260,315,0,2,yes
CLM-026696,Health,11586,23172,264,66,0,2,yes
CLM-002502,Auto,7517,15034,1188,297,0,2,yes
CLM-054594,Health,11586,23172,60,15,0,2,yes
CLM-006570,Auto,7773,15546,1212,303,0,2,yes
CLM-054844,Property,9069,18138,564,141,0,2,yes
CLM-000531,Property,9069,18138,1464,366,0,2,yes
CLM-001072,Auto,7517,15034,792,198,0,2,yes
CLM-035451,Health,11586,23172,1008,252,0,2,yes
CLM-043898,Health,11586,23172,120,30,0,2,yes
CLM-020183,Property,9069,18138,1428,357,0,2,yes
CLM-040228,Auto,7517,15034,180,45,0,18,no
CLM-004176,Property,9069,18138,120,30,0,2,yes
CLM-031307,Property,8696,17392,1368,342,0,2,yes
CLM-031995,Property,9069,18138,180,45,0,2,yes
CLM-049205,Auto,7517,15034,732,183,0,2,yes
CLM-021586,Health,11586,23172,1416,354,0,2,yes
CLM-057438,Auto,7773,15546,1452,363,0,2,yes
CLM-008462,Health,11586,23172,744,186,0,2,yes
CLM-058389,Property,8696,17392,1320,330,0,2,yes
CLM-017732,Health,11586,23172,1464,366,0,2,yes
CLM-010729,Property,8696,17392,1236,309,0,2,yes
CLM-049051,Property,9069,18138,1476,369,0,2,yes
CLM-015691,Property,9069,18138,672,168,0,2,yes
CLM-052073,Liability,9069,18138,1044,261,0,2,yes
CLM-000580,Auto,7517,15034,108,27,0,2,yes
CLM-054606,Property,10444,20888,108,27,0,2,yes
CLM-036607,Property,9069,18138,444,111,0,2,yes
CLM-054687,Property,9444,18888,204,51,0,2,yes
CLM-020999,Auto,9942,19884,96,24,0,2,yes
CLM-055597,Auto,7773,15546,1152,288,0,2,yes
CLM-033900,Liability,8251,16502,648,162,0,2,yes
CLM-040406,Property,8696,17392,120,30,0,2,yes
CLM-034343,Auto,7517,15034,36,9,0,2,yes
CLM-047726,Auto,7517,15034,1404,351,0,2,yes
CLM-044073,Auto,7517,15034,48,12,0,2,yes
CLM-004165,Auto,7517,15034,276,69,0,2,yes
CLM-044189,Property,9069,18138,348,87,0,2,yes
CLM-034105,Property,8696,17392,1116,279,0,2,yes
CLM-013436,Auto,7517,15034,180,45,0,2,yes
CLM-055521,Property,10444,20888,276,69,0,2,yes
CLM-036509,Health,11586,23172,1356,339,0,18,no
CLM-002360,Property,10444,20888,588,147,0,2,yes
CLM-016335,Property,8696,17392,1356,339,0,2,yes
CLM-006115,Health,11586,23172,708,177,0,2,yes
CLM-038656,Property,9069,18138,1212,303,0,18,no
CLM-053071,Liability,8251,16502,420,105,0,2,yes
CLM-022689,Property,8696,17392,720,180,0,2,yes
CLM-012165,Property,8696,17392,1452,363,0,2,yes
CLM-012306,Auto,9942,19884,60,15,0,2,yes
CLM-002112,Liability,9069,18138,384,96,0,2,yes
CLM-020110,Auto,7517,15034,1032,258,0,2,yes
CLM-046032,Health,11586,23172,108,27,0,2,yes
CLM-039371,Health,11586,23172,336,84,0,2,yes
